SUBSTÂNCIA,PF 0%,PMC 0%,Est. Med. Margem Lucro %
CLOBAZAM,14.747499999999999,20.3875,38.2437701305306
CLONAZEPAM,19.194358974358977,26.535128205128203,38.24440941515934
CLONIXINATO DE LISINA;CLORIDRATO DE CICLOBENZAPRINA,37.01,49.65,34.15293164009727
CLORAMBUCILA,76.14,105.26,38.245337536117674
CLORANFENICOL;AMINOÁCIDOS;ACETATO DE RETINOL;METIONINA (11 C),8.76,11.75,34.1324200913242
CLORANFENICOL;COLAGENASE,38.79090909090909,52.03636363636363,34.14576986172955
CLORANFENICOL;FIBRINOLISINA;DESOXIRRIBONUCLEASE,33.68,46.56,38.24228028503565
CLORDIAZEPÓXIDO;CLORIDRATO DE AMITRIPTILINA,6.925000000000001,9.46,36.606498194945836
CLORETO DE AMÔNIO;CITRATO DE SÓDIO DI-HIDRATADO;CLORIDRATO DE DIFENIDRAMINA,14.12,19.08,35.12747875354108
CLORETO DE AMÔNIO;CITRATO DE SÓDIO;CLORIDRATO DE DIFENIDRAMINA,19.535454545454545,26.235454545454544,34.296616873749365
CLORETO DE BENZALCÔNIO,16.365000000000002,21.9525,34.1429880843263
CLORETO DE BENZALCÔNIO;BENZOILMETRONIDAZOL;NISTATINA,29.169999999999998,39.13,34.144669180665076
CLORETO DE BENZALCÔNIO;ÁCIDO BÓRICO,9.68,12.985,34.142561983471076
CLORETO DE BENZALCÔNIO;ÓXIDO DE ZINCO;CÂNFORA (2-BORNANONA),8.32,11.16,34.13461538461537
CLORETO DE BENZETÔNIO,10.86,14.57,34.162062615101306
CLORETO DE CETILPIRIDÍNIO,7.49,10.05,34.1789052069426
CLORETO DE CETILPIRIDÍNIO;BENZOCAÍNA,12.288,16.486,34.16341145833333
CLORETO DE CÁLCIO;CLORETO DE POTÁSSIO;GLICOSE;CLORETO DE SÓDIO;ÁCIDO ACÉTICO;CLORETO DE MAGNÉSIO,12.24,16.92,38.23529411764708
CLORETO DE DEQUALÍNIO;BENZOCAÍNA,9.43,12.65,34.14634146341464
CLORETO DE MAGNÉSIO HEXAIDRATADO;BICARBONATO DE SÓDIO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO;GLICOSE MONOIDRATADA;CLORETO DE CÁLCIO DIIDRATADO,83.29,115.14,38.23988474006483
CLORETO DE MAGNÉSIO HEXAIDRATADO;BICARBONATO DE SÓDIO;CLORETO DE SÓDIO;GLICOSE MONOIDRATADA;CLORETO DE CÁLCIO DIIDRATADO,83.29,115.14,38.23988474006483
CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO;CLORETO DE CÁLCIO DIIDRATADO,14.04,19.41,38.247863247863265
CLORETO DE METILTIONÍNIO;ATROPA BELLADONNA;ALOÍNA;TEOBROMINA,19.6,26.29,34.13265306122448
CLORETO DE OXIBUTININA,34.65,46.482,34.14718614718615
CLORETO DE POTÁSSIO,68.28666666666666,94.33999999999999,38.152884897002814
CLORETO DE POTÁSSIO;GLICOSE;CLORETO DE SÓDIO,11.37,15.25,34.12489006156554
CLORETO DE SÓDIO,45.62277777777778,62.47666666666666,36.941829739043584
CLORIDRATO  DE ONDANSETRONA DI-HIDRATADO,96.39647058823529,133.2641176470588,38.24584741935877
CLORIDRATO DE ALECTINIBE,22853.99,30657.81,34.14642257216354
CLORIDRATO DE ALFUZOSINA,187.74,259.54,38.24438052625973
CLORIDRATO DE ALIZAPRIDA,35.86,49.57,38.23201338538762
CLORIDRATO DE AMANTADINA,12.27,16.96,38.2233088834556
CLORIDRATO DE AMBROXOL,35.491090909090914,47.609818181818184,34.1458291709571
CLORIDRATO DE AMILORIDA;CLORTALIDONA,18.22,25.189999999999998,38.25466520307354
CLORIDRATO DE AMILORIDA;HIDROCLOROTIAZIDA,8.9575,12.3825,38.23611498744071
CLORIDRATO DE AMIODARONA,21.442,29.641333333333332,38.23959207785344
CLORIDRATO DE AMITRIPTILINA,20.581666666666663,28.453333333333333,38.24601182281968
CLORIDRATO DE AMOROLFINA,78.525,105.34,34.148360394778734
CLORIDRATO DE AMOROLFINA;AMOROLFINA,83.9,112.55,34.1477949940405
CLORIDRATO DE ANAGRELIDA,2342.33,3238.13,38.24397074707664
CLORIDRATO DE AZELASTINA,35.19,47.21,34.157431088377386
CLORIDRATO DE BAMIFILINA,28.060000000000002,38.79,38.239486813970046
CLORIDRATO DE BENAZEPRIL,58.415000000000006,80.755,38.2436018146024
CLORIDRATO DE BENAZEPRIL;BESILATO DE ANLODIPINO,76.836,106.22200000000001,38.24509344578064
CLORIDRATO DE BENSERAZIDA;LEVODOPA,45.01222222222222,62.22888888888888,38.24887067710003
CLORIDRATO DE BENZIDAMINA,14.210294117647058,19.061176470588236,34.13639656421403
CLORIDRATO DE BESIFLOXACINO,28.9,38.77,34.15224913494812
CLORIDRATO DE BETAISTINA,25.604137931034483,34.346896551724136,34.14588159241501
CLORIDRATO DE BETAXOLOL,19.3925,26.81,38.24932319195567
CLORIDRATO DE BIPERIDENO,19.1175,26.43,38.25029423303257
CLORIDRATO DE BROMEXINA,22.29157894736842,29.903157894736847,34.14553525050765
CLORIDRATO DE BUPROPIONA,138.1,190.91486486486488,38.24392821496372
CLORIDRATO DE BUSPIRONA,76.45833333333333,105.7,38.24523160762945
CLORIDRATO DE CEFEPIMA,958.2175,1324.68,38.24418777573986
CLORIDRATO DE CICLOBENZAPRINA,16.375405405405406,21.96689189189189,34.14563699681459
CLORIDRATO DE CICLOBENZAPRINA;CAFEÍNA ANIDRA,16.29,21.855,34.162062615101306
CLORIDRATO DE CICLOBENZAPRINA;LISINATO DE CLONIXINA,24.3375,32.65,34.155110426296865
CLORIDRATO DE CICLOPENTOLATO,6.785,9.100000000000001,34.11938098747238
CLORIDRATO DE CINACALCETE,809.4657142857143,1096.9642857142858,35.517078284441595
CLORIDRATO DE CIPROEPTADINA,19.294999999999998,25.884999999999998,34.15392588753563
CLORIDRATO DE CIPROEPTADINA;CLORIDRATO DE TIAMINA;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;NIACINAMIDA,13.76,18.46,34.15697674418605
CLORIDRATO DE CIPROEPTADINA;COBAMAMIDA,15.41,20.675,34.16612589227774
CLORIDRATO DE CIPROEPTADINA;NICOTINAMIDA;CLORIDRATO DE TIAMINA;MONOFOSFATO DE RIBOFLAVINA SÓDICA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO,22.11,29.66,34.1474445952058
CLORIDRATO DE CIPROEPTADINA;NICOTINAMIDA;CLORIDRATO DE TIAMINA;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO,25.97,34.84,34.15479399306896
CLORIDRATO DE CIPROFLOXACINO,87.61999999999999,121.12961538461538,38.24425403402807
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO,73.99214285714287,102.28999999999999,38.24440819005876
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;DEXAMETASONA,18.92833333333333,26.166666666666668,38.24073258783132
CLORIDRATO DE CIPROFLOXACINO;DEXAMETASONA,19.268,26.634000000000004,38.22918829146773
CLORIDRATO DE CIPROFLOXACINO;HIDROCORTISONA,24.69,34.13,38.23410287565816
CLORIDRATO DE CLINDAMICINA,55.79333333333333,77.13333333333334,38.248297287609056
CLORIDRATO DE CLINDAMICINA MONOIDRATADO,91.92,127.07,38.239773716275
CLORIDRATO DE CLOMIPRAMINA,31.263333333333332,43.219166666666666,38.24234993069624
CLORIDRATO DE CLONIDINA,6.390000000000001,8.833333333333334,38.23682837767344
CLORIDRATO DE CLORPROMAZINA,5.853333333333334,8.093333333333334,38.26879271070614
CLORIDRATO DE DELAPRIL;DICLORIDRATO DE MANIDIPINO,80.14,110.79,38.245570252058904
CLORIDRATO DE DIFENIDRAMINA;CÂNFORA (2-BORNANONA);CALAMINA,17.35,23.27,34.12103746397692
CLORIDRATO DE DILTIAZEM,23.73,32.805,38.24273072060682
CLORIDRATO DE DOBUTAMINA,646.58,893.86,38.2443007825791
CLORIDRATO DE DONEPEZILA,230.49161290322579,318.6409677419355,38.24406178098989
CLORIDRATO DE DORZOLAMIDA,41.135714285714286,56.86714285714286,38.24275047751347
CLORIDRATO DE DOXICICLINA,30.130000000000003,41.652,38.24095585794889
CLORIDRATO DE DULOXETINA,189.6825,262.2252777777778,38.24431762433424
CLORIDRATO DE EPINASTINA,48.13666666666666,64.57666666666667,34.152759504189476
CLORIDRATO DE ERLOTINIBE,4997.174999999999,6908.3,38.24410792097537
CLORIDRATO DE ETILEFRINA,6.24,8.63,38.30128205128205
CLORIDRATO DE FENAZOPIRIDINA,10.785,14.4675,34.14464534075103
CLORIDRATO DE FENILEFRINA,45.585,61.203333333333326,34.2620013893459
CLORIDRATO DE FEXOFENADINA,36.608,49.10666666666667,34.14189976689978
CLORIDRATO DE FEXOFENADINA;CLORIDRATO DE PSEUDOEFEDRINA,34.79333333333333,46.673333333333325,34.144472121095994
CLORIDRATO DE FINGOLIMODE,5304.5,7115.795,34.146385144688466
CLORIDRATO DE FLUOXETINA,51.88842105263158,71.73236842105263,38.24349819450643
CLORIDRATO DE FLURAZEPAM,15.86,21.93,38.272383354350566
CLORIDRATO DE GENCITABINA,358.235,495.24,38.24444847655868
CLORIDRATO DE HIDRALAZINA,5.76,7.965,38.28125
CLORIDRATO DE HIDROXIZINA,19.288,25.874000000000002,34.14558274574866
CLORIDRATO DE HIDROXOCOBALAMINA;FOSFATO DISSÓDICO DE DEXAMETASONA;DIPIRONA,31.05,41.65,34.13848631239935
CLORIDRATO DE HIDROXOCOBALAMINA;TRIPTOFANO;CLORIDRATO DE ARGININA;GLUTAMINA;FOSFATO DE LEVOTREONINA;DEXFOSFOSSERINA,38.8,52.05,34.14948453608248
CLORIDRATO DE IMIPRAMINA,7.49,10.355,38.25100133511348
CLORIDRATO DE IOIMBINA,53.47,71.73,34.149990648962046
CLORIDRATO DE ISOTIPENDIL,11.33,15.2,34.15710503089142
CLORIDRATO DE ISOXSUPRINA,118.4275,158.8675,34.147474193071716
CLORIDRATO DE LERCANIDIPINO,86.29833333333333,119.30166666666666,38.2433032696653
CLORIDRATO DE LEVAMISOL,220.365,295.61,34.14562203616727
CLORIDRATO DE LEVOBUNOLOL,20.69,28.6,38.23102948284196
CLORIDRATO DE LEVOMEPROMAZINA,9.87,13.64,38.19655521783183
CLORIDRATO DE LIDOCAINA,21.59857142857143,29.39428571428572,36.09365698789604
CLORIDRATO DE LIDOCAINA;CLORETO DE BENZETÔNIO,15.53,20.83,34.12749517063747
CLORIDRATO DE LIDOCAINA;HEMITARTARATO DE NOREPINEFRINA,79.42,106.54,34.147569881641914
CLORIDRATO DE LIDOCAINA;PIVALATO DE FLUOCORTOLONA,22.94,30.77,34.13251961639057
CLORIDRATO DE LIDOCAINA;POLIDOCANOL,8.38,11.24,34.128878281622896
CLORIDRATO DE LIDOCAINA;SULFATO DE NEOMICINA;SULFATO DE POLIMIXINA B;FLUOCINOLONA ACETONIDA,7.395,10.225,38.26910074374579
CLORIDRATO DE LISINA,163.99,219.985,34.14537471797061
CLORIDRATO DE LOPERAMIDA,30.422727272727272,40.81181818181818,34.14911101150455
CLORIDRATO DE LURASIDONA,148.95,199.8122222222222,34.14717839692663
CLORIDRATO DE MEBEVERINA,156.845,210.39999999999998,34.14517517294142
CLORIDRATO DE MEMANTINA,156.99369565217393,217.03478260869565,38.24426624719075
CLORIDRATO DE MEMANTINA;CLORIDRATO DE DONEPEZILA,187.80555555555554,251.93444444444444,34.146428043188884
CLORIDRATO DE MEPIVACAÍNA,106.655,145.16,36.102386198490464
CLORIDRATO DE METADONA,25.513333333333332,35.27,38.24144238306771
CLORIDRATO DE METFORMINA,15.6316,21.6094,38.241766677755315
CLORIDRATO DE METFORMINA;GLIMEPIRIDA,50.91,70.3825,38.24887055588293
CLORIDRATO DE METFORMINA;SAXAGLIPTINA,102.83666666666666,142.16333333333333,38.24187222456323
CLORIDRATO DE METILFENIDATO,106.20615384615385,142.50846153846152,34.18098328359935
CLORIDRATO DE METOCLOPRAMIDA,5.654,7.5840000000000005,34.13512557481431
CLORIDRATO DE METOCLOPRAMIDA MONOIDRATADO,6.456666666666667,8.659999999999998,34.12493546721731
CLORIDRATO DE METOCLOPRAMIDA;DIMETICONA;PEPSINA,19.015,25.51,34.15724428083094
CLORIDRATO DE METOCLOPRAMIDA;PARACETAMOL;MESILATO DE DI-HIDROERGOTAMINA;CAFEÍNA ANIDRA,14.44,19.37,34.14127423822715
CLORIDRATO DE MINOCICLINA,72.02,99.56,38.239377950569285
CLORIDRATO DE MOXIFLOXACINO,100.23333333333333,138.56599999999997,38.24343199201861
CLORIDRATO DE NAFAZOLINA,7.6621428571428565,10.278571428571428,34.14747832572016
CLORIDRATO DE NAFAZOLINA;CLORETO DE BENZALCÔNIO;CLORETO DE SÓDIO,5.91,7.93,34.179357021996616
CLORIDRATO DE NAFAZOLINA;DEXPANTENOL;MALEATO DE MEPIRAMINA,13.903333333333334,18.650000000000002,34.1404938863582
CLORIDRATO DE NAFAZOLINA;FOSFATO DISSÓDICO DE DEXAMETASONA;SULFATO DE NEOMICINA,16.94,22.72,34.120425029515935
CLORIDRATO DE NAFAZOLINA;MALEATO DE FENIRAMINA,7.763333333333333,10.413333333333334,34.134821811936476
CLORIDRATO DE NAFAZOLINA;SULFATO DE ZINCO,7.995,10.725,34.14634146341462
CLORIDRATO DE NAFAZOLINA;SULFATO DE ZINCO HEPTAIDRATADO,9.34,12.53,34.15417558886509
CLORIDRATO DE NALTREXONA,163.16,225.56,38.24466781073792
CLORIDRATO DE NARATRIPTANA,17.99923076923077,24.883076923076924,38.24522415487841
CLORIDRATO DE NEBIVOLOL,91.10904761904762,122.21952380952382,34.14641795023235
CLORIDRATO DE NORTRIPTILINA,33.1475,45.82625,38.249490911833476
CLORIDRATO DE OLODATEROL,98.49,132.12,34.14559853792265
CLORIDRATO DE OLOPATADINA,39.04,53.97,38.24282786885247
CLORIDRATO DE ONDANSETRONA,28.075000000000003,38.8125,38.24577025823685
CLORIDRATO DE OXIBUPROCAÍNA,17.47,23.44,34.17286777332571
CLORIDRATO DE OXIBUTININA,28.13,37.7375,34.1539281905439
CLORIDRATO DE OXICODONA,198.45222222222225,274.3488888888889,38.244301735094346
CLORIDRATO DE OXIMETAZOLINA,9.248000000000001,12.406,34.147923875432504
CLORIDRATO DE PAROXETINA,78.49424242424243,108.51484848484849,38.245615389663776
CLORIDRATO DE PAROXETINA HEMI-HIDRATADO,73.37333333333333,101.435,38.24504815555152
CLORIDRATO DE PAZOPANIBE,5450.116666666666,7534.466666666667,38.24413544664185
CLORIDRATO DE PILOCARPINA,22.085,30.532500000000002,38.249943400498076
CLORIDRATO DE PIOGLITAZONA,91.674375,126.73500000000001,38.24473851062527
CLORIDRATO DE PIRIDOXINA,14.75,19.79,34.16949152542372
CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA,34.78,48.08,38.24036802760207
CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA;NITRATO DE TIAMINA,86.09666666666668,119.02333333333333,38.24383444964958
CLORIDRATO DE PIRIDOXINA;NICOTINAMIDA;RIBOFLAVINA;CIANOCOBALAMINA;CLORIDRATO DE TIAMINA,12.77,17.13,34.14252153484729
CLORIDRATO DE PIRIDOXINA;NITRATO DE TIAMINA;PANTOTENATO DE CALCIO;NICOTINAMIDA;RIBOFLAVINA;CIANOCOBALAMINA,19.14,25.68,34.169278996865195
CLORIDRATO DE PIRIDOXINA;ÁCIDO FÓLICO;CIANOCOBALAMINA,43.75,58.69,34.148571428571415
CLORIDRATO DE PONATINIBE,9774.56,13112.22,34.14639635952923
CLORIDRATO DE PRASUGREL,162.585,224.76,38.241535196973885
CLORIDRATO DE PRILOCAÍNA;FELIPRESSINA,77.62,105.25333333333333,35.60079017435367
CLORIDRATO DE PROCAÍNA;TIMOL;MENTOL;CÂNFORA,104.17,139.74,34.14610732456562
CLORIDRATO DE PROMETAZINA,34.50428571428571,46.284285714285716,34.140686457168925
CLORIDRATO DE PROMETAZINA;DIPIRONA;CLORIDRATO DE ADIFENINA,62.731249999999996,84.825,35.2196871575172
CLORIDRATO DE PROMETAZINA;SULFOGUAIACOL,11.99,16.08,34.11175979983319
CLORIDRATO DE PROPAFENONA,99.85111111111111,138.0377777777778,38.24360714842099
CLORIDRATO DE PROPRANOLOL,8.11,11.211764705882352,38.2461739319649
CLORIDRATO DE PROXIMETACAÍNA,6.15,8.5,38.21138211382114
CLORIDRATO DE PSEUDOEFEDRINA;CLORIDRATO DE TRIPROLIDINA,7.720000000000001,10.355,34.132124352331594
CLORIDRATO DE RALOXIFENO,149.24,206.315,38.243768426695254
CLORIDRATO DE RANITIDINA,25.595999999999997,35.386,38.24816377558997
CLORIDRATO DE SELEGILINA,48.31,66.785,38.2425998758021
CLORIDRATO DE SERTRALINA,132.53425531914894,183.22021276595746,38.243665627995014
CLORIDRATO DE SEVELÂMER,767.1466666666666,1060.5366666666666,38.24431660177976
CLORIDRATO DE SIBUTRAMINA,74.015,99.28857142857143,34.146553304832025
CLORIDRATO DE SIBUTRAMINA MONOIDRATADO,57.07000000000001,76.557,34.14578587699315
CLORIDRATO DE SOTALOL,44.855,62.01,38.24545758555347
CLORIDRATO DE TANSULOSINA,104.28555555555556,144.12722222222223,38.204396049309054
CLORIDRATO DE TAPENTADOL,116.13399999999999,155.79000000000002,34.14676149964699
CLORIDRATO DE TERBINAFINA,69.97666666666666,96.54571428571428,37.9684384590782
CLORIDRATO DE TETRACAÍNA;CLORFENESINA;VALERATO DE BETAMETASONA,17.79,24.59,38.22372119168072
CLORIDRATO DE TETRACAÍNA;CLORIDRATO DE FENILEFRINA,6.58,8.83,34.194528875379945
CLORIDRATO DE TETRACAÍNA;ISETIONATO DE HEXAMIDINA,27.05,36.28666666666667,34.14664202094886
CLORIDRATO DE TETRACICLINA,37.465,51.79375,38.24569598291738
CLORIDRATO DE TETRACICLINA;ANFOTERICINA B,38.35,51.45,34.15906127770534
CLORIDRATO DE TIAMINA,69.36583333333333,94.55916666666667,36.31951368949653
CLORIDRATO DE TIAMINA;CARISOPRODOL;DIPIRONA MONOIDRATADA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA,21.42,28.73,34.12698412698412
CLORIDRATO DE TIAMINA;CLORIDRATO DE LIDOCAINA;FOSFATO DISSÓDICO DE BETAMETASONA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA,22.24,29.83,34.12769784172662
CLORIDRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA,8.0625,11.145,38.23255813953488
CLORIDRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA;FOSFATO DE DEXAMETASONA,38.32,51.4,34.133611691022956
CLORIDRATO DE TIAMINA;CLORIDRATO DE PROCAÍNA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA;FOSFATO DE DEXAMETASONA,24.47,32.83,34.164282795259496
CLORIDRATO DE TIAMINA;PANTOTENATO DE CÁLCIO;ÁCIDO GAMAMINOBUTÍRICO;CLORIDRATO DE PIRIDOXINA;CLORIDRATO DE LISINA,23.64,31.71,34.13705583756346
CLORIDRATO DE TICLOPIDINA,48.722857142857144,67.35714285714286,38.24547000527767
CLORIDRATO DE TIORIDAZINA,21.373333333333335,29.546666666666667,38.24079850280724
CLORIDRATO DE TIZANIDINA,25.453333333333333,34.14333333333334,34.14091147197487
CLORIDRATO DE TOPOTECANA,853.85,1180.4,38.244422322421975
CLORIDRATO DE TRAMADOL,85.79194444444445,118.5788888888889,38.216810047563385
CLORIDRATO DE TRAMADOL;DICLOFENACO SÓDICO,91.72,123.04,34.14740514609682
CLORIDRATO DE TRAMADOL;PARACETAMOL,40.63578947368421,54.51263157894737,34.14931095223292
CLORIDRATO DE TRAZODONA,49.32333333333334,68.186,38.242887071703734
CLORIDRATO DE TRIEXIFENIDIL,8.23,11.375,38.21385176184688
CLORIDRATO DE VALACICLOVIR,253.03,349.79833333333335,38.24381825606977
CLORIDRATO DE VALGANCICLOVIR,6416.17,8869.98,38.244155002127435
CLORIDRATO DE VANCOMICINA,932.8466666666667,1289.6066666666666,38.2442273471167
CLORIDRATO DE VARDENAFILA,156.935,210.52249999999998,34.14630260936056
CLORIDRATO DE VENLAFAXINA,100.85790697674419,139.43,38.243995120927664
CLORIDRATO DE VERAPAMIL,21.032857142857143,29.077142857142857,38.246281328533584
CLORIDRATO DE XILOMETAZOLINA,5.59,7.5,34.168157423971394
CLORIDRATO DE ZIPRASIDONA,423.375,585.295,38.24505462060819
CLORIDRATO DE ZIPRASIDONA MONOIDRATADO,216.385,299.14,38.24433301753818
CLORPROPAMIDA,25.54,35.305,38.23414252153485
CLORTALIDONA,12.994,17.964,38.248422348776344
CLOTRIMAZOL,22.870967741935484,30.68032258064516,34.14527503526092
CLOTRIMAZOL;ACETATO DE DEXAMETASONA,16.255000000000003,21.805,34.1433405106121
CLOZAPINA,85.40375,118.065,38.243344115451606
COLAGENASE,448.02500000000003,601.0116666666667,34.14690400461282
COLCHICINA,27.742,38.353,38.24886453752434
COLECALCIFEROL,95.54979999999999,128.2583,34.23188745554675
COLESTIRAMINA,272.72,377.02,38.244353182751524
CONDROITINA SULFATO DE SÓDIO;SULFATO DE GLICOSAMINA,34.91,48.26,38.241191635634486
CORDIA VERBENACEA DC.,38.31333333333333,51.39666666666667,34.14825126152776
CORYNEBACTERIUM PARVUM,59.61,79.96,34.138567354470716
CRATAEGUS RHIPIDOPHYLLA GAND.;PASSIFLORA INCARNATA L.;SALIX ALBA L.,21.12,28.33,34.13825757575757
CRATAEGUS RHIPIDOPHYLLA GAND.;PASSIFLORA INCARNATA;SALIX ALBA L.,29.02,38.93,34.14886285320469
CRIZOTINIBE,24675.010000000002,33100.645000000004,34.14642993052486
CROMOGLICATO DE SODIO,15.1075,20.885,38.24259473771308
CURCUMA LONGA L.,72.03,96.62333333333333,34.1431810819566
CYNARA SCOLYMUS L.,37.969166666666666,50.935,34.14832210346115
CÂNFORA,42.83,57.45,34.13495213635302
CÂNFORA (2-BORNANONA);MENTOL;SALICILATO DE METILA,9.95,13.35,34.1708542713568
CÂNFORA (2-BORNANONA);SALICILATO DE METILA,12.14,16.29,34.18451400329487
DABIGATRANA,98.8575,136.6675,38.24697165111397
DALTEPARINA SÓDICA,138.21,191.07,38.24614716735402
DANAZOL,146.05,201.905,38.243752139678186
DAPAGLIFLOZINA,83.965,116.08,38.24807955695826
DAPAGLIFLOZINA;CLORIDRATO DE METFORMINA,93.5825,125.535,34.143670023775805
DAPAGLIFLOZINA;SAXAGLIPTINA,225.21,302.11,34.1459082633986
DAPAGLIFLOZINA;SAXAGLIPTINA MONOIDRATADA,52.55,70.49,34.13891531874405
DAPTOMICINA,1372.12,1896.88,38.24446841384137
DAROLUTAMIDA,9856.33,13221.92,34.146482514282695
DARUNAVIR,1700.6033333333332,2350.9833333333336,38.24407416191511
DASATINIBE,5878.31,8126.42,38.244155207874364
DASATINIBE MONOIDRATADO,11673.58,16138.04,38.24413761673797
DECANOATO DE HALOPERIDOL,67.96,93.95,38.24308416715716
DECANOATO DE NANDROLONA,14.87,20.56,38.2649630127774
DECANOATO DE TESTOSTERONA;FEMPROPIONATO DE TESTOSTERONA;ISOCAPROATO DE TESTOSTERONA;PROPIONATO DE TESTOSTERONA,8.04,11.11,38.184079601990064
DEFERASIROX,1543.6455555555556,2133.998888888889,38.24409892599121
DEFERIPRONA,1199.29,1657.95,38.24429454093672
DEFLAZACORTE,56.04538461538462,77.47846153846154,38.24235852811595
DELTAFOLITROPINA,1183.48,1606.176,35.716361915706216
DELTAMETRINA,11.48625,15.40875,34.14952660790074
DENOSUMABE,996.97,1378.255,38.244380472832695
DESLANOSÍDEO,70.56,97.55,38.25113378684806
DESLORATADINA,36.83974358974359,49.41935897435898,34.14685923090308
DESLORATADINA;SULFATO DE PSEUDOEFEDRINA,31.986666666666665,42.906666666666666,34.13922467694874
DESOGESTREL,36.58461538461538,50.57666666666667,38.245724698626304
DESOGESTREL;ETINILESTRADIOL,38.022380952380956,52.56380952380952,38.24439240046586
DESONIDA,18.013076923076923,24.162307692307692,34.13759234743989
DESOXIMETASONA,25.73,35.57,38.24329576369996
DESOXIMETASONA;SULFATO DE NEOMICINA,25.79,35.65,38.231872818922064
DEXAMETASONA,122.87041666666666,169.86083333333335,38.243881596126016
DEXAMETASONA;ACETATO DE DEXAMETASONA,11.77,16.27,38.23279524214105
DEXAMETASONA;SULFATO DE NEOMICINA;NISTATINA,46.78,62.75,34.13852073535699
DEXAMETASONA;SULFATO DE NEOMICINA;SULFATO DE POLIMIXINA B,14.360000000000001,19.85,38.231197771587745
DEXAMETASONA;TOBRAMICINA,21.9125,30.292499999999997,38.24301197946376
DEXCLORFENIRAMINA;MALEATO DE DEXCLORFENIRAMINA,7.31,9.81,34.1997264021888
DEXLANSOPRAZOL,74.86600000000001,100.43199999999999,34.14901290305341
DEXPANTENOL,13.663636363636364,18.329090909090908,34.14504324683965
DEXPANTENOL;CLORIDRATO DE PIRIDOXINA;FOSFATO SÓDICO DE RIBOFLAVINA;NICOTINAMIDA;CIANOCOBALAMINA;CLORIDRATO DE TIAMINA,11.56,15.51,34.16955017301038
DEXTRANA;HIPROMELOSE,13.345,17.9,34.13263394529784
DEXTRANA;HIPROMELOSE;GLICEROL,14.47,19.41,34.139599170698
DIACEREÍNA,123.21,170.33,38.24364905445987
DIASPARTATO DE PASIREOTIDA,16596.335,22263.395,34.14645462386727
DIATRIZOATO DE MEGLUMINA,1694.5,2273.11,34.146355857185014
DIAZEPAM,9.573571428571428,13.235714285714286,38.25263000820711
DICLOFENACO,20.245714285714286,27.884285714285713,37.7293254304262
DICLOFENACO COLESTIRAMINA,22.73,31.423333333333332,38.246077137410175
DICLOFENACO COLESTIRAMINA;DICLOFENACO DE POTÁSSIO,13.22,18.28,38.27534039334341
DICLOFENACO DE POTÁSSIO,33.728,46.626,38.2412239089184
DICLOFENACO DE SÓDIO;CARISOPRODOL;PARACETAMOL;CAFEÍNA,12.5175,16.79,34.1322148991412
DICLOFENACO DE SÓDIO;CLORIDRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA,11.785,15.809999999999999,34.15358506576154
DICLOFENACO DIETILAMÔNIO,14.667241379310346,19.67551724137931,34.145997413894435
DICLOFENACO POTÁSSICO,10.71,14.805,38.23529411764706
DICLOFENACO POTÁSSICO;DICLOFENACO DE POTÁSSIO,7.0,9.68,38.28571428571428
DICLOFENACO SÓDICO,45.65882352941177,62.298235294117646,36.44292708064929
DICLOFENACO SÓDICO;FOSFATO DE CODEÍNA,43.69,58.605000000000004,34.13824673838408
DICLORIDRATO DE BETAISTINA,49.864999999999995,66.89,34.14218389652062
DICLORIDRATO DE BUCLIZINA,10.17,13.64,34.11996066863323
DICLORIDRATO DE CETIRIZINA,32.846000000000004,44.06,34.1411435182366
DICLORIDRATO DE FLUNARIZINA,11.258333333333333,15.563333333333333,38.23834196891192
DICLORIDRATO DE HIDROXIZINA,22.728571428571428,30.490714285714287,34.15147705845381
DICLORIDRATO DE HIDROXIZINA;HIDROXIZINA;CLORIDRATO DE HIDROXIZINA,19.88,26.67,34.1549295774648
DICLORIDRATO DE LEVOCETIRIZINA,41.301818181818184,55.75181818181818,34.98635323120267
DICLORIDRATO DE LEVOCETIRIZINA;MONTELUCASTE DE SÓDIO,53.345,71.56,34.14565563782923
DICLORIDRATO DE MANIDIPINO,97.026,134.134,38.245418753736104
DICLORIDRATO DE PRAMIPEXOL,118.59666666666666,163.953,38.244188987886105
